2nd Embodied Spatial Reasoning (ESR) Workshop — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on 2nd Embodied Spatial Reasoning (ESR) Workshop. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
2nd Workshop on Advances in Representation Learning for Earth Observation (REO-2) — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on 2nd Workshop on Advances in Representation Learning for Earth Observation (REO-2). It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
2nd Workshop on Principles of Generative Modeling (PriGM) — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on 2nd Workshop on Principles of Generative Modeling (PriGM). It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
8th Robot Learning Workshop: Is Physical AI Going Zero-Shot? — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on 8th Robot Learning Workshop: Is Physical AI Going Zero-Shot?. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
Agentic AI for Biological Discovery: Toward Closed-Loop Life-Science Intelligence — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on Agentic AI for Biological Discovery: Toward Closed-Loop Life-Science Intelligence. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
Agentic Systems for Molecular Sciences — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on Agentic Systems for Molecular Sciences. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
AgenticOS: Co-designing Systems and ML Foundations of an OS Layer for Agentic AI — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on AgenticOS: Co-designing Systems and ML Foundations of an OS Layer for Agentic AI. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
AI Agents for Biomedical Imaging and Multimodal Clinical Data — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on AI Agents for Biomedical Imaging and Multimodal Clinical Data. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
AI and Science: Evolution or Extinction? — NeurIPS 2026,2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,Official NeurIPS 2026 workshop focused on AI and Science: Evolution or Extinction?. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.,https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
"AI and the Self: Human Identity, Authenticity, and Agency in the Age of AI — NeurIPS 2026",2026-12-11,2026-12-13,Sydney / Paris / Atlanta,Australia / France / United States,Not yet announced,"Official NeurIPS housing is available for Sydney, Atlanta and Paris. Paris uses Revolugo as official housing partner; Sydney and Atlanta accommodation is coordinated through the NeurIPS hotel programme.",NeurIPS Foundation / NeurIPS 2026 Workshop Program,"Official NeurIPS 2026 workshop focused on AI and the Self: Human Identity, Authenticity, and Agency in the Age of AI. It is part of the accepted NeurIPS workshop programme spanning current and emerging topics in machine learning and artificial intelligence.",https://neurips.cc/,https://neurips.cc/Downloads/2026,NeurIPS 2026 workshops follow the official workshop contribution framework: suggested submission date 29 Aug 2026 and mandatory accept/reject notification by 29 Sep 2026; individual workshops may set their own exact contribution deadline within this framework.,2026-08-29,https://neurips.cc/Conferences/2026/CallForWorkshops,Participation requires NeurIPS 2026 workshop registration. Official pricing is category- and location-dependent through the NeurIPS pricing calculator; guest workshop reception tickets are US$100.,https://neurips.cc/Conferences/2026/Pricing,"One-day in-person workshop within the NeurIPS 2026 workshop programme. NeurIPS requires approximately 7–9 hours of content with substantial discussion time; workshops commonly include invited talks, contributed presentations, posters, panels and community discussion.",Not yet announced,NeurIPS 2026 Workshop Chairs: Ghada Zamzmi; Elisa Ricci; Shao-Hua Sun; Khoa Doan; Theodore Papamarkou; Piotr Koniusz. Workshop-chair assistants: Nina Corvelo Benz; Junhao Dong.,"NeurIPS Foundation is the parent event organization. NeurIPS maintains an official sponsor/exhibitor programme, and individual workshops may seek external sponsor support for speakers or workshop activities under NeurIPS rules.",https://neurips.cc/media/Press/NeurIPS_logo.png,
